No.,SAMPLE_ID,식품명,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1회제공량,에너지(Kcal),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),트랜스 지방산(g)
1,R003126-ZZ-AVG,"햄, 프레스햄",전국(대표),2020,농축산물,육류,R003126,농진청('19),100,217,16.09,15.66,3.01,1.73,628,41.47,5.6,0.11
2,R003127-ZZ-AVG,"햄, 프레스햄, 데친것",전국(대표),2020,농축산물,육류,R003127,농진청('19),100,256,15.44,19.51,4.63,1.57,668,40.44,7.07,0.15
3,R003128-ZZ-AVG,"햄, 프레스햄, 구운것(팬)",전국(대표),2020,농축산물,육류,R003128,농진청('19),100,249,16.2,18.77,3.78,1.86,758,46.43,6.82,0.13
4,R003129-ZZ-AVG,"햄, 슬라이스햄, 데친것",전국(대표),2020,농축산물,육류,R003129,농진청('19),100,203,17.26,13.14,3.94,1.54,525,57.43,4.23,0.06
5,R003130-ZZ-AVG,"햄, 슬라이스햄, 구운것(팬)",전국(대표),2020,농축산물,육류,R003130,농진청('19),100,234,19.7,15.43,4.05,2.12,806,59.13,4.86,0.07
6,R001632-ZZ-AVG,"햄, 슬라이스햄",전국(대표),2020,농축산물,육류,R001632,농진청('19),100,193,17.01,12.82,2.3,1.34,703,51.86,4.23,0.06
7,R001500-ZZ-AVG,"개구리고기, 생것",전국(대표),2019,농축산물,육류,R001500,수('89),100,75,16.1,0.4,0.7,0,69,0,0,0
8,R001501-ZZ-AVG,"거위고기, 살코기, 생것",전국(대표),2019,농축산물,육류,R001501,USDA('15),100,161,22.75,7.13,0,0,87,84,2.79,0
9,R001502-ZZ-AVG,"거위고기, 살코기, 구운것",전국(대표),2019,농축산물,육류,R001502,USDA('15),100,238,28.97,12.67,0,0,76,96,4.56,0
10,R001503-ZZ-AVG,"거위 부산물, 간, 생것",전국(대표),2019,농축산물,육류,R001503,USDA('15),100,133,16.37,4.28,6.32,0,140,515,1.59,0
11,R001504-ZZ-AVG,"고래고기, 생것",전국(대표),2019,농축산물,육류,R001504,USDA('15),100,111,26.5,0.5,0,0,78,80,0.092,0
12,R001505-ZZ-AVG,"고래고기, 복부정육, 생것",전국(대표),2019,농축산물,육류,R001505,수('82),100,298,22,22.5,0.3,0,0,0,0,0
13,R001506-ZZ-AVG,"고래고기, 복부지육, 생것",전국(대표),2019,농축산물,육류,R001506,수('82),100,449,25.5,37.6,0.3,0,0,0,0,0
14,R001507-ZZ-AVG,"고래고기, 붉은살, 냉동",전국(대표),2019,농축산물,육류,R001507,식약처('96),100,132,23.5,3.5,0,0,58,0,0,0
15,R001508-ZZ-AVG,"고래고기, 붉은살, 염절임",전국(대표),2019,농축산물,육류,R001508,수('82),100,160,24.4,6.2,0.1,0,0,0,0,0
16,R001509-ZZ-AVG,"고래 부산물, 꼬리, 생것",전국(대표),2019,농축산물,육류,R001509,수('82),100,284,28.4,18,0.2,0,0,0,0,0
17,R001510-ZZ-AVG,"고래 부산물, 꼬리, 냉동",전국(대표),2019,농축산물,육류,R001510,수('82),100,246,13.8,20.6,0.3,0,0,0,0,0
18,R001511-ZZ-AVG,"꿩고기, 숫꿩, 생것",전국(대표),2019,농축산물,육류,R001511,농진청('90),100,125,27.5,0.8,0,0,70,0,0,0
19,R001512-ZZ-AVG,"꿩고기, 암꿩, 생것",전국(대표),2019,농축산물,육류,R001512,농진청('90),100,122,27.2,0.6,0,0,0,0,0,0
20,R001513-ZZ-AVG,"닭고기, 구운것",전국(대표),2019,농축산물,육류,R001513,식약처('96),100,243,27.8,12.6,2.8,0,189,0,0,0
21,R001514-ZZ-AVG,"닭고기, 전체, 튀긴것",전국(대표),2019,농축산물,육류,R001514,식약처('96),100,280,23.9,17.1,6.1,0,377,0,0,0
22,R001515-ZZ-AVG,"닭고기, 가슴(껍질 제거), 생것",전국(대표),2019,농축산물,육류,R001515,농진청('15),100,107,22.97,0.97,0,0,45,56.11,0.36,0
23,R001516-ZZ-AVG,"닭고기, 가슴(껍질 제거), 삶은것",전국(대표),2019,농축산물,육류,R001516,농진청('15),100,128,28.09,0.93,0,0,40,74.54,0.37,0
24,R001517-ZZ-AVG,"닭고기, 가슴(껍질 제거), 구운것(팬)",전국(대표),2019,농축산물,육류,R001517,농진청('15),100,165,35.47,1.48,0,0,61,110.36,0.58,0
25,R001518-ZZ-AVG,"닭고기, 가슴(껍질 제거), 튀긴것(튀김옷)",전국(대표),2019,농축산물,육류,R001518,농진청('01),100,255,21,9.7,20.2,0,60,0,0,0
26,R001519-ZZ-AVG,"닭고기, 날개, 생것",전국(대표),2019,농축산물,육류,R001519,농진청('15),100,175,18.78,10.53,0,0,74,94.76,3.17,0.1
27,R001520-ZZ-AVG,"닭고기, 날개, 삶은것",전국(대표),2019,농축산물,육류,R001520,농진청('15),100,229,25.1,13.54,0,0,62,119.64,4.06,0.14
28,R001521-ZZ-AVG,"닭고기, 날개, 구운것(오븐)",전국(대표),2019,농축산물,육류,R001521,농진청('15),100,240,26.36,14.08,0,0,97,116.62,4.26,0.14
29,R001522-ZZ-AVG,"닭고기, 날개, 튀긴것(튀김옷)",전국(대표),2019,농축산물,육류,R001522,USDA('15),100,324,19.87,21.81,10.94,0,320,79,5.83,0
30,R001523-ZZ-AVG,"닭고기, 날개, 튀긴것(밀가루옷)",전국(대표),2019,농축산물,육류,R001523,USDA('15),100,321,26.11,22.16,2.39,0,77,81,6.06,0
31,R001524-ZZ-AVG,"닭고기, 넓적다리(껍질 제거), 생것",전국(대표),2019,농축산물,육류,R001524,농진청('15),100,186,18.59,11.83,0,0,62,80.32,3.7,0.1
32,R001525-ZZ-AVG,"닭고기, 넓적다리(껍질 제거), 삶은것",전국(대표),2019,농축산물,육류,R001525,농진청('15),100,226,25.14,13.18,0,0,50,113.42,3.91,0.12
33,R001526-ZZ-AVG,"닭고기, 넓적다리(껍질 제거), 구운것(팬)",전국(대표),2019,농축산물,육류,R001526,농진청('15),100,234,26.33,13.53,0,0,88,113.23,4.05,0.12
34,R001527-ZZ-AVG,"닭고기, 넓적다리(껍질 제거), 튀긴것",전국(대표),2019,농축산물,육류,R001527,USDA('15),100,218,28.18,10.3,1.18,0,95,102,2.78,0
35,R001528-ZZ-AVG,"닭고기, 다리, 생것",전국(대표),2019,농축산물,육류,R001528,농진청('15),100,152,19.41,7.67,0,0,84,91.96,2.31,0.07
36,R001529-ZZ-AVG,"닭고기, 다리, 삶은것",전국(대표),2019,농축산물,육류,R001529,농진청('15),100,187,24.34,9.17,0,0,76,117.69,2.81,0.08
37,R001530-ZZ-AVG,"닭고기, 다리, 구운것(오븐)",전국(대표),2019,농축산물,육류,R001530,농진청('15),100,213,28.88,9.92,0,0,116,142.09,3.09,0.09
38,R001531-ZZ-AVG,"닭고기, 다리, 튀긴것(튀김옷)",전국(대표),2019,농축산물,육류,R001531,농진청('01),100,317,18,20.8,13.7,0,119,0,0,0
39,R001532-ZZ-AVG,"닭고기, 다리(껍질 제거), 튀긴것",전국(대표),2019,농축산물,육류,R001532,USDA('15),100,208,28.38,9.32,0.65,0,96,99,2.49,0
40,R001533-ZZ-AVG,"닭고기, 목, 생것",전국(대표),2019,농축산물,육류,R001533,농진청('15),100,331,15.05,29.59,0,0,59,69.74,6.81,0.23
41,R001534-ZZ-AVG,"닭고기, 목, 튀긴것(튀김옷)",전국(대표),2019,농축산물,육류,R001534,USDA('15),100,330,19.82,23.52,8.7,0,276,91,6.22,0
42,R001535-ZZ-AVG,"닭고기, 살코기, 생것",전국(대표),2019,농축산물,육류,R001535,농진청('97),100,115,24,1.4,0.1,0,58,0,0,0
43,R001536-ZZ-AVG,"닭고기, 살코기, 삶은것",전국(대표),2019,농축산물,육류,R001536,농진청('97),100,143,27.8,2.6,0.1,0,62,0,0,0
44,R001537-ZZ-AVG,"닭고기, 살코기, 튀긴것(튀김옷)",전국(대표),2019,농축산물,육류,R001537,USDA('15),100,289,22.54,17.35,9.42,0,292,87,4.61,0
45,R001538-ZZ-AVG,"닭고기, 성계, 생것",전국(대표),2019,농축산물,육류,R001538,농진청('99),100,177,19,10.6,0.1,0,66,0,0,0
46,R001539-ZZ-AVG,"닭고기, 영계, 삶은것",전국(대표),2019,농축산물,육류,R001539,농진청('01),100,247,26.1,15,0,0,74,0,0,0
47,R001540-ZZ-AVG,"닭고기, 오골계, 생것",전국(대표),2019,농축산물,육류,R001540,식약처('96),100,137,19,6.1,0.1,0,80,0,0,0
48,R001541-ZZ-AVG,"닭고기, 토종, 생것",전국(대표),2019,농축산물,육류,R001541,농진청('99),100,118,22,2.6,0.2,0,63,0,0,0
49,R001542-ZZ-AVG,"닭고기, 토종, 껍질",전국(대표),2019,농축산물,육류,R001542,축산연('02),100,339,12.6,31.6,0,0,58,0,0,0
50,R001543-ZZ-AVG,"닭고기, 토종, 가슴",전국(대표),2019,농축산물,육류,R001543,축산연('02),100,107,23.1,0.7,0.5,0,54,0,0,0
51,R001544-ZZ-AVG,"닭고기, 토종, 날개",전국(대표),2019,농축산물,육류,R001544,축산연('02),100,122,20.4,3.5,0.8,0,51,0,0,0
52,R001545-ZZ-AVG,"닭고기, 토종, 다리",전국(대표),2019,농축산물,육류,R001545,축산연('02),100,128,18.9,4.9,0.9,0,72,0,0,0
53,R001546-ZZ-AVG,"닭고기, 토종, 살코기",전국(대표),2019,농축산물,육류,R001546,농진청('11),100,108,20,1.3,2.8,0,73,0,0,0
54,R001547-ZZ-AVG,"닭 부산물, 간, 생것",전국(대표),2019,농축산물,육류,R001547,식약처('96),100,116,18.8,3.9,0.1,0,92,0,0,0
55,R001548-ZZ-AVG,"닭 부산물, 간, 삶은것",전국(대표),2019,농축산물,육류,R001548,USDA('15),100,167,24.46,6.51,0.87,0,76,563,2.06,0.09
56,R001549-ZZ-AVG,"닭 부산물, 모래주머니, 생것",전국(대표),2019,농축산물,육류,R001549,농진청('15),100,85,16.87,1.41,0,0,42,186.49,0.67,0
57,R001550-ZZ-AVG,"닭 부산물, 모래주머니, 구운것(오븐)",전국(대표),2019,농축산물,육류,R001550,농진청('15),100,132,26.78,2,0,0,57,314.1,0.97,0
58,R001551-ZZ-AVG,"닭 부산물, 심장, 생것",전국(대표),2019,농축산물,육류,R001551,JAPAN('15),100,207,14.5,15.5,0.00001,0,85,160,3.86,0
59,R001552-ZZ-AVG,"닭 부산물, 심장, 삶은것",전국(대표),2019,농축산물,육류,R001552,USDA('15),100,185,26.41,7.92,0.1,0,48,242,2.26,0
60,R001553-ZZ-AVG,"닭 부산물, 닭발, 삶은것",전국(대표),2019,농축산물,육류,R001553,USDA('15),100,215,19.4,14.6,0.2,0,67,84,3.92,0
61,R001554-ZZ-AVG,닭뼈 육수,전국(대표),2019,농축산물,육류,R001554,JAPAN('15),100,7,1.1,0.2,0.00001,0,30,0.00001,0.06,0
62,R001555-ZZ-AVG,닭 육수,전국(대표),2019,농축산물,육류,R001555,농진청('00),100,12,1.3,0.7,0,0,13,0,0,0
63,R001556-ZZ-AVG,닭꼬치,전국(대표),2019,농축산물,육류,R001556,식약처('11),100,254,16.5,12.2,19.1,0,410,0,0,0
64,R001557-ZZ-AVG,"돼지고기, 갈비, 생것",전국(대표),2019,농축산물,육류,R001557,농진청('14),100,230,17.77,17.06,0,0,64,76.22,4.52,0.07
65,R001558-ZZ-AVG,"돼지고기, 갈비, 삶은것",전국(대표),2019,농축산물,육류,R001558,농진청('14),100,289,26.51,19.54,0,0,45,103.53,6.66,0.1
66,R001559-ZZ-AVG,"돼지고기, 갈비, 구운것(팬)",전국(대표),2019,농축산물,육류,R001559,농진청('14),100,265,24.83,17.59,0,0,79,94.74,6.02,0.09
67,R001560-ZZ-AVG,"돼지고기, 갈비(갈비살), 생것",전국(대표),2019,농축산물,육류,R001560,농진청('16),100,202,18.7,13.59,0,0,50,69.32,4.94,0.1
68,R001562-ZZ-AVG,"돼지고기, 뒷다리, 생것",전국(대표),2019,농축산물,육류,R001562,농진청('14),100,121,21.3,3.34,0,0,57,62.81,1.19,0
69,R001563-ZZ-AVG,"돼지고기, 뒷다리, 삶은것",전국(대표),2019,농축산물,육류,R001563,농진청('14),100,209,30.63,8.7,0,0,42,96.7,2.86,0.04
70,R001564-ZZ-AVG,"돼지고기, 뒷다리, 구운것(팬)",전국(대표),2019,농축산물,육류,R001564,농진청('14),100,210,30.21,8.93,0,0,63,95.9,2.88,0.06
71,R001565-ZZ-AVG,"돼지고기, 등심, 생것",전국(대표),2019,농축산물,육류,R001565,농진청('14),100,135,24.03,3.6,0,0,39,53.48,1.32,0.02
72,R001566-ZZ-AVG,"돼지고기, 등심, 삶은것",전국(대표),2019,농축산물,육류,R001566,농진청('14),100,203,35.08,5.94,0,0,28,90.08,2.24,0.02
73,R001567-ZZ-AVG,"돼지고기, 등심, 구운것(팬)",전국(대표),2019,농축산물,육류,R001567,농진청('14),100,184,32.06,5.18,0,0,49,80.47,2,0.02
74,R001568-ZZ-AVG,"돼지고기, 목심(목심살), 생것",전국(대표),2019,농축산물,육류,R001568,농진청('14),100,221,17.21,16.36,0,0,51,64.99,5.91,0.13
75,R001569-ZZ-AVG,"돼지고기, 목심(목심살), 삶은것",전국(대표),2019,농축산물,육류,R001569,농진청('14),100,276,25.43,18.56,0,0,42,93.62,7.31,0.14
76,R001570-ZZ-AVG,"돼지고기, 목심(목심살), 구운것(팬)",전국(대표),2019,농축산물,육류,R001570,농진청('14),100,258,24.06,17.23,0,0,65,91.29,6.41,0.12
77,R001571-ZZ-AVG,"돼지고기, 사태, 생것",전국(대표),2019,농축산물,육류,R001571,농진청('14),100,154,19.78,7.72,0,0,71,70.12,2.76,0.04
78,R001572-ZZ-AVG,"돼지고기, 사태, 삶은것",전국(대표),2019,농축산물,육류,R001572,농진청('14),100,201,29.14,8.46,0,0,54,99.49,3.02,0.05
79,R001573-ZZ-AVG,"돼지고기, 사태, 구운것(팬)",전국(대표),2019,농축산물,육류,R001573,농진청('14),100,209,28.47,9.74,0,0,99,100.19,3.59,0.06
80,R001574-ZZ-AVG,"돼지고기, 살코기, 생것",전국(대표),2019,농축산물,육류,R001574,대푯값,100,186,19.78,11.25,0,0,49,62.82,3.62,0.07
81,R001575-ZZ-AVG,"돼지고기, 삼겹살(삼겹살), 생것",전국(대표),2019,농축산물,육류,R001575,농진청('14),100,379,13.27,35.7,0,0,55,68.55,14.42,0.16
82,R001576-ZZ-AVG,"돼지고기, 삼겹살(삼겹살), 삶은것",전국(대표),2019,농축산물,육류,R001576,농진청('14),100,414,19.58,36.64,0,0,40,93.9,14.58,0.16
83,R001577-ZZ-AVG,"돼지고기, 삼겹살(삼겹살), 구운것(팬)",전국(대표),2019,농축산물,육류,R001577,농진청('14),100,469,22.78,41.2,0,0,80,98.87,15,0.18
84,R001578-ZZ-AVG,"돼지고기, 안심(안심살), 생것",전국(대표),2019,농축산물,육류,R001578,농진청('14),100,123,22.21,3.15,0,0,46,67.85,1.17,0.02
85,R001579-ZZ-AVG,"돼지고기, 안심(안심살), 삶은것",전국(대표),2019,농축산물,육류,R001579,농진청('14),100,177,32.32,4.31,0,0,37,111.36,1.58,0.03
86,R001580-ZZ-AVG,"돼지고기, 안심(안심살), 구운것(팬)",전국(대표),2019,농축산물,육류,R001580,농진청('14),100,172,30.23,4.76,0,0,57,94.52,1.74,0.02
87,R001581-ZZ-AVG,"돼지고기, 앞다리(꾸리살), 생것",전국(대표),2019,농축산물,육류,R001581,농진청('16),100,134,18.84,5.91,0,0,48,64.62,2.1,0.04
88,R001582-ZZ-AVG,"돼지고기, 뒷다리(도가니살), 생것",전국(대표),2019,농축산물,육류,R001582,농진청('16),100,129,21.29,4.23,0,0,46,62.82,1.55,0.03
89,R001583-ZZ-AVG,"돼지고기, 뒷다리(뒷사태살), 생것",전국(대표),2019,농축산물,육류,R001583,농진청('16),100,134,20.51,5.11,0,0,48,64.9,1.83,0.03
90,R001584-ZZ-AVG,"돼지고기, 뒷다리(보섭살), 생것",전국(대표),2019,농축산물,육류,R001584,농진청('16),100,137,21.13,5.14,0,0,45,73.61,1.89,0.03
91,R001585-ZZ-AVG,"돼지고기, 뒷다리(볼기살), 생것",전국(대표),2019,농축산물,육류,R001585,농진청('16),100,132,20.79,4.81,0,0,51,59.89,1.78,0.03
92,R001586-ZZ-AVG,"돼지고기, 뒷다리(설깃살), 생것",전국(대표),2019,농축산물,육류,R001586,농진청('16),100,138,20.9,5.39,0,0,49,57.54,1.95,0.03
93,R001587-ZZ-AVG,"돼지고기, 뒷다리(홍두깨살), 생것",전국(대표),2019,농축산물,육류,R001587,농진청('16),100,135,20.03,5.44,0,0,43,68.08,2.05,0.03
94,R001588-ZZ-AVG,"돼지고기, 등심(등심덧살), 생것",전국(대표),2019,농축산물,육류,R001588,농진청('16),100,199,17.51,13.74,0,0,52,69.79,4.53,0.09
95,R001589-ZZ-AVG,"돼지고기, 등심(알등심살), 생것",전국(대표),2019,농축산물,육류,R001589,농진청('16),100,144,22.9,5.13,0,0,45,54.42,1.93,0.03
96,R001590-ZZ-AVG,"돼지고기, 앞다리(부채살), 생것",전국(대표),2019,농축산물,육류,R001590,농진청('16),100,151,20.09,7.18,0,0,54,63.32,2.41,0.04
97,R001591-ZZ-AVG,"돼지고기, 앞다리(앞사태살), 생것",전국(대표),2019,농축산물,육류,R001591,농진청('16),100,131,20.82,4.68,0,0,62,65.76,1.66,0.03
98,R001592-ZZ-AVG,"돼지고기, 삼겹살(갈매기살), 생것",전국(대표),2019,농축산물,육류,R001592,농진청('16),100,186,17.92,12.16,0,0,56,76.72,5.04,0.08
99,R001593-ZZ-AVG,"돼지고기, 삼겹살(등갈비), 생것",전국(대표),2019,농축산물,육류,R001593,농진청('16),100,231,17.88,17.19,0,0,52,84.1,6.38,0.14
100,R001594-ZZ-AVG,"돼지고기, 삼겹살(토시살), 생것",전국(대표),2019,농축산물,육류,R001594,농진청('16),100,140,20.46,5.82,0,0,59,72.77,2.41,0.04
101,R001595-ZZ-AVG,"돼지고기, 삼겹살(오돌삼겹), 생것",전국(대표),2019,농축산물,육류,R001595,농진청('16),100,316,17.12,26.89,0,0,102,64.19,6.55,0.13
102,R001596-ZZ-AVG,"돼지고기, 앞다리(앞다리살), 생것",전국(대표),2019,농축산물,육류,R001596,농진청('16),100,159,20.56,7.92,0,0,50,60.85,2.86,0.05
103,R001597-ZZ-AVG,"돼지고기, 앞다리(항정살), 생것",전국(대표),2019,농축산물,육류,R001597,농진청('16),100,298,17.98,24.52,0,0,50,63.25,5.74,0.13
104,R001598-ZZ-AVG,"돼지고기, 앞다리(주걱살), 생것",전국(대표),2019,농축산물,육류,R001598,농진청('16),100,143,20.49,6.13,0,0,41,61.21,2.24,0.04
105,R001599-ZZ-AVG,"돼지 부산물, 간, 생것",전국(대표),2019,농축산물,육류,R001599,식약처('96),100,125,18.7,3.9,2.6,0,75,0,0,0
106,R001600-ZZ-AVG,"돼지 부산물, 간, 삶은것",전국(대표),2019,농축산물,육류,R001600,USDA('15),100,165,26.02,4.4,3.76,0,49,355,1.41,0
107,R001601-ZZ-AVG,"돼지 부산물, 대장, 생것",전국(대표),2019,농축산물,육류,R001601,축과원('11),100,219,8.7,20.2,0,0,21,0,0,0
108,R001602-ZZ-AVG,"돼지 부산물, 대장, 삶은것",전국(대표),2019,농축산물,육류,R001602,JAPAN('15),100,179,11.7,13.8,0,0,21,210,6.68,0
109,R001603-ZZ-AVG,"돼지 부산물, 맹장, 생것",전국(대표),2019,농축산물,육류,R001603,축과원('11),100,358,10.8,34.6,0,0,54,0,0,0
110,R001604-ZZ-AVG,"돼지 부산물, 머리고기, 생것",전국(대표),2019,농축산물,육류,R001604,식약처('96),100,272,20.6,20.3,0.2,0,448,0,0,0
111,R001605-ZZ-AVG,"돼지 부산물, 비장, 생것",전국(대표),2019,농축산물,육류,R001605,축과원('11),100,86,18,1,0,0,92,0,0,0
112,R001606-ZZ-AVG,"돼지 부산물, 소장(곱창), 생것",전국(대표),2019,농축산물,육류,R001606,축과원('11),100,71,11.9,2.2,0,0,54,0,0,0
113,R001607-ZZ-AVG,"돼지 부산물, 소장(곱창), 삶은것",전국(대표),2019,농축산물,육류,R001607,JAPAN('15),100,171,14,11.9,0,0,13,240,5.93,0
114,R001608-ZZ-AVG,"돼지 부산물, 신장, 생것",전국(대표),2019,농축산물,육류,R001608,국('77),100,109,16.7,3.7,1.2,0,114,0,0,0
115,R001609-ZZ-AVG,"돼지 부산물, 신장, 삶은것",전국(대표),2019,농축산물,육류,R001609,USDA('15),100,151,25.4,4.7,0,0,80,480,1.51,0
116,R001610-ZZ-AVG,"돼지 부산물, 심장, 생것",전국(대표),2019,농축산물,육류,R001610,농진청('11),100,113,18,4,0,0,133,0,0,0
117,R001611-ZZ-AVG,"돼지 부산물, 심장, 삶은것",전국(대표),2019,농축산물,육류,R001611,USDA('15),100,148,23.6,5.05,0.4,0,35,221,1.34,0
118,R001612-ZZ-AVG,"돼지 부산물, 위, 생것",전국(대표),2019,농축산물,육류,R001612,축과원('11),100,111,17.3,4.1,0,0,121,0,0,0
119,R001613-ZZ-AVG,"돼지 부산물, 자궁, 생것",전국(대표),2019,농축산물,육류,R001613,축과원('11),100,73,15.4,0.8,0,0,195,0,0,0
120,R001614-ZZ-AVG,"돼지 부산물, 족발, 생것",전국(대표),2019,농축산물,육류,R001614,USDA('15),100,212,23.16,12.59,0,0,132,88,3.57,0
121,R001615-ZZ-AVG,"돼지 부산물, 족발, 삶은것",전국(대표),2019,농축산물,육류,R001615,USDA('15),100,238,21.94,16.05,0,0,73,107,4.343,0
122,R001616-ZZ-AVG,"돼지 부산물, 족발, 조미, 삶은것",전국(대표),2019,농축산물,육류,R001616,농진청('17),100,220,28.91,11.65,0,0.28,332,92.54,3.77,0.04
123,R001617-ZZ-AVG,"돼지 부산물, 직장, 생것",전국(대표),2019,농축산물,육류,R001617,축과원('11),100,332,9.9,32.1,0,0,73,0,0,0
124,R001618-ZZ-AVG,"돼지 부산물, 췌장, 생것",전국(대표),2019,농축산물,육류,R001618,축과원('11),100,152,20.7,7.1,0,0,85,0,0,0
125,R001619-ZZ-AVG,"돼지 부산물, 허파, 생것",전국(대표),2019,농축산물,육류,R001619,USDA('15),100,85,14.08,2.72,0,0,153,320,0.96,0
126,R001620-ZZ-AVG,"돼지 부산물, 허파, 삶은것",전국(대표),2019,농축산물,육류,R001620,USDA('15),100,99,16.6,3.1,0,0,81,387,1.09,0
127,R001621-ZZ-AVG,"소시지, 말린것",전국(대표),2019,농축산물,육류,R001621,JAPAN('15),100,497,25.4,43,2.1,0,1400,97,16,0
128,R001622-ZZ-AVG,"소시지, 리용소시지",전국(대표),2019,농축산물,육류,R001622,JAPAN('15),100,192,14.9,13.1,3.7,0,910,49,4.55,0
129,R001623-ZZ-AVG,"소시지, 볼로냐소시지",전국(대표),2019,농축산물,육류,R001623,JAPAN('15),100,251,12.5,21,2.9,0,830,64,7.7,0
130,R001624-ZZ-AVG,"소시지, 위너(비엔나)소시지",전국(대표),2019,농축산물,육류,R001624,농진청('16),100,254,15.27,16.91,9.35,1.02,732,63.27,5.63,0.08
131,R001625-ZZ-AVG,"소시지, 이탈리안소시지",전국(대표),2019,농축산물,육류,R001625,USDA('15),100,346,14.25,31.33,0.65,0,731,76,11.27,0
