No.,SAMPLE_ID,식품명,제조사,조사년도,식품분류,식품상세분류,식품코드,출처,1회제공량,에너지(Kcal),단백질(g),지질(g),탄수화물(g),총당류(g),나트륨(mg),콜레스테롤(mg),총 포화 지방산(g),트랜스 지방산(g)
265,R001764-ZZ-AVG,"송아지 부산물, 미국산, 혀, 삶은것",전국(대표),2019,농축산물,육류,R001764,USDA('15),100,202,25.85,10.1,0,0,64,238,4.35,0
266,R001765-ZZ-AVG,"양고기, 외국산, 다리, 생것",전국(대표),2019,농축산물,육류,R001765,JAPAN('15),100,224,18.8,15.3,0.1,0,37,78,6.88,0
267,R001766-ZZ-AVG,"어린양고기, 미국산, 갈비, 생것",전국(대표),2019,농축산물,육류,R001766,USDA('15),100,372,14.52,34.39,0,0,56,76,15.16,0
268,R001767-ZZ-AVG,"어린양고기, 미국산, 갈비, 구운것(오븐)",전국(대표),2019,농축산물,육류,R001767,USDA('15),100,359,21.12,29.82,0,0,73,97,12.77,0
269,R001768-ZZ-AVG,"어린양고기, 미국산, 다리, 생것",전국(대표),2019,농축산물,육류,R001768,USDA('15),100,201,18.58,13.49,0,0,57,67,5.8,0
270,R001769-ZZ-AVG,"어린양고기, 미국산, 다리, 구운것(오븐)",전국(대표),2019,농축산물,육류,R001769,USDA('15),100,225,26.41,12.45,0,0,65,90,5.09,0
271,R001770-ZZ-AVG,"어린양고기, 미국산, 살코기, 생것",전국(대표),2019,농축산물,육류,R001770,USDA('15),100,143,20.88,5.94,0,0,68,66,2.13,0
272,R001771-ZZ-AVG,"어린양고기, 미국산, 어깨, 생것",전국(대표),2019,농축산물,육류,R001771,USDA('15),100,264,16.58,21.45,0,0,61,72,9.28,0
273,R001772-ZZ-AVG,"어린양고기, 미국산, 어깨, 삶은것",전국(대표),2019,농축산물,육류,R001772,USDA('15),100,344,28.68,24.55,0,0,75,116,10.34,0
274,R001773-ZZ-AVG,"어린양고기, 미국산, 어깨, 구운것(오븐)",전국(대표),2019,농축산물,육류,R001773,USDA('15),100,276,22.51,19.97,0,0,66,92,8.44,0
275,R001774-ZZ-AVG,"어린양 부산물, 미국산, 간, 생것",전국(대표),2019,농축산물,육류,R001774,USDA('15),100,139,20.38,5.02,1.78,0,70,371,1.94,0
276,R001775-ZZ-AVG,"어린양 부산물, 미국산, 간, 삶은것",전국(대표),2019,농축산물,육류,R001775,USDA('15),100,220,30.57,8.81,2.53,0,56,501,3.41,0
277,R001776-ZZ-AVG,"염소고기, 생것",전국(대표),2019,농축산물,육류,R001776,농진청('13),100,178,19.88,10.31,0,0,70,65.22,3.53,0.22
278,R001777-ZZ-AVG,"염소고기, 삶은것",전국(대표),2019,농축산물,육류,R001777,농진청('13),100,247,29.39,13.51,0,0,39,108.49,4.89,0.3
279,R001778-ZZ-AVG,"염소고기, 외국산, 생것",전국(대표),2019,농축산물,육류,R001778,JAPAN('15),100,107,21.9,1.5,0.2,0,45,70,0.38,0
280,R001779-ZZ-AVG,"오리고기, 껍질 포함, 생것",전국(대표),2019,농축산물,육류,R001779,농진청('16),100,242,16.63,18.99,0,0,70,91.45,6.17,0.14
281,R001780-ZZ-AVG,"오리고기, 살코기, 생것",전국(대표),2019,농축산물,육류,R001780,농진청('16),100,117,21,3.07,0,0,83,97.86,1.17,0.02
282,R001781-ZZ-AVG,"오리고기, 산오리, 생것",전국(대표),2019,농축산물,육류,R001781,국('87),100,257,14.4,21.6,0.2,0,48,0,0,0
283,R001782-ZZ-AVG,"오리고기, 집오리, 생것",전국(대표),2019,농축산물,육류,R001782,식약처('96),100,318,16,27.6,0.1,0,85,0,0,0
284,R001783-ZZ-AVG,"오리고기, 집오리, 살코기, 생것",전국(대표),2019,농축산물,육류,R001783,농진청('99),100,149,17.7,8.1,0,0,80,0,0,0
285,R001784-ZZ-AVG,"자라고기, 외국산, 생것",전국(대표),2019,농축산물,육류,R001784,JAPAN('15),100,197,16.4,13.4,0.5,0,69,95,2.66,0
286,R001785-ZZ-AVG,"칠면조고기, 미국산, 생것",전국(대표),2019,농축산물,육류,R001785,USDA('15),100,143,21.64,5.64,0.13,0.07,112,72,1.461,0.062
287,R001786-ZZ-AVG,"칠면조고기, 미국산, 끓인것",전국(대표),2019,농축산물,육류,R001786,USDA('15),100,203,27.37,10.4,0,0,78,93,2.669,0.134
288,R001787-ZZ-AVG,"칠면조고기, 미국산, 구운것",전국(대표),2019,농축산물,육류,R001787,USDA('15),100,189,28.55,7.39,0.06,0,103,109,2.155,0.101
289,R001788-ZZ-AVG,"토끼고기, 집토끼, 생것",전국(대표),2019,농축산물,육류,R001788,식약처('96),100,135,21.7,4.4,0.6,0,56,0,0,0
290,R001789-ZZ-AVG,"토끼고기, 집토끼, 끓인것",전국(대표),2019,농축산물,육류,R001789,USDA('15),100,173,33.02,3.51,0,0,45,123,1.05,0
291,R001790-ZZ-AVG,"말고기, 생것",전국(대표),2019,농축산물,육류,R001790,JAPAN('15),100,110,20.1,2.5,0.3,0,50,65,0.8,0
292,R003009-ZZ-AVG,"소고기, 한우(1+등급), 갈비(꽃갈비), 생것",전국(대표),2019,농축산물,육류,R003009,농진청('17),100,391,14.7,36.43,0,0,40,84.91,11.75,0.78
293,R003010-ZZ-AVG,"소고기, 한우(1+등급), 갈비(본갈비), 생것",전국(대표),2019,농축산물,육류,R003010,농진청('17),100,375,14.69,34.65,0,0,42,86.01,11.29,0.67
294,R003011-ZZ-AVG,"소고기, 한우(1+등급), 갈비(안창살), 생것",전국(대표),2019,농축산물,육류,R003011,농진청('17),100,310,15.25,27.19,0,0,42,76.74,10.94,0.59
295,R003012-ZZ-AVG,"소고기, 한우(1+등급), 갈비(제비추리), 생것",전국(대표),2019,농축산물,육류,R003012,농진청('17),100,184,21.13,10.45,0,0,39,64.65,3.51,0.18
296,R003013-ZZ-AVG,"소고기, 한우(1+등급), 갈비(참갈비), 생것",전국(대표),2019,농축산물,육류,R003013,농진청('17),100,361,14.82,32.98,0,0,38,79.32,9.64,0.66
297,R003014-ZZ-AVG,"소고기, 한우(1+등급), 갈비(토시살), 생것",전국(대표),2019,농축산물,육류,R003014,농진청('17),100,261,15.69,21.52,0,0,42,71.89,7.79,0.43
298,R003015-ZZ-AVG,"소고기, 한우(1+등급), 등심(꽃등심살), 생것",전국(대표),2019,농축산물,육류,R003015,농진청('17),100,332,17.1,28.72,0,0,38,75.62,9.75,0.59
299,R003016-ZZ-AVG,"소고기, 한우(1+등급), 등심(살치살), 생것",전국(대표),2019,농축산물,육류,R003016,농진청('17),100,390,13.27,36.91,0,0,38,86.74,11.6,0.65
300,R003017-ZZ-AVG,"소고기, 한우(1+등급), 등심(아래등심살), 생것",전국(대표),2019,농축산물,육류,R003017,농진청('17),100,288,18.23,23.34,0,0,34,68.87,8.05,0.47
301,R003018-ZZ-AVG,"소고기, 한우(1+등급), 등심(윗등심살), 생것",전국(대표),2019,농축산물,육류,R003018,농진청('17),100,329,16.98,28.45,0,0,41,79.54,9.31,0.55
302,R003019-ZZ-AVG,"소고기, 한우(1+등급), 목심(목심살), 생것",전국(대표),2019,농축산물,육류,R003019,농진청('17),100,222,20.83,14.75,0,0,46,74.01,5.75,0.33
303,R003020-ZZ-AVG,"소고기, 한우(1+등급), 사태(뒷사태), 생것",전국(대표),2019,농축산물,육류,R003020,농진청('17),100,151,20.57,7.01,0,0,56,68.4,2.21,0.11
304,R003021-ZZ-AVG,"소고기, 한우(1+등급), 사태(뭉치사태), 생것",전국(대표),2019,농축산물,육류,R003021,농진청('17),100,137,21.89,4.85,0,0,48,52.06,1.38,0.06
305,R003022-ZZ-AVG,"소고기, 한우(1+등급), 사태(상박살), 생것",전국(대표),2019,농축산물,육류,R003022,농진청('17),100,207,20.12,13.38,0,0,53,72.56,4.29,0.23
306,R003023-ZZ-AVG,"소고기, 한우(1+등급), 사태(아롱사태), 생것",전국(대표),2019,농축산물,육류,R003023,농진청('17),100,236,20.6,16.38,0,0,62,79.45,5.05,0.22
307,R003024-ZZ-AVG,"소고기, 한우(1+등급), 사태(앞사태), 생것",전국(대표),2019,농축산물,육류,R003024,농진청('17),100,152,22.05,6.41,0,0,57,63.11,1.88,0.1
308,R003025-ZZ-AVG,"소고기, 한우(1+등급), 살코기, 생것",전국(대표),2019,농축산물,육류,R003025,대푯값,100,223,17.06,16.97,0,0,40,64.67,5.4,0.32
309,R003026-ZZ-AVG,"소고기, 한우(1+등급), 설도(도가니살), 생것",전국(대표),2019,농축산물,육류,R003026,농진청('17),100,168,20.02,9.18,0,0,46,68.83,3,0.16
310,R003027-ZZ-AVG,"소고기, 한우(1+등급), 설도(보섭살), 생것",전국(대표),2019,농축산물,육류,R003027,농진청('17),100,176,21.82,9.21,0,0,42,65.2,3.26,0.17
311,R003028-ZZ-AVG,"소고기, 한우(1+등급), 설도(삼각살), 생것",전국(대표),2019,농축산물,육류,R003028,농진청('17),100,207,19.38,13.74,0,0,44,64.44,4.54,0.25
312,R003029-ZZ-AVG,"소고기, 한우(1+등급), 설도(설깃머리살), 생것",전국(대표),2019,농축산물,육류,R003029,농진청('17),100,207,19.2,13.81,0,0,42,67.33,4.29,0.25
313,R003030-ZZ-AVG,"소고기, 한우(1+등급), 설도(설깃살), 생것",전국(대표),2019,농축산물,육류,R003030,농진청('17),100,188,21.5,10.69,0,0,44,63.47,3.16,0.18
314,R003031-ZZ-AVG,"소고기, 한우(1+등급), 안심(안심살), 생것",전국(대표),2019,농축산물,육류,R003031,농진청('17),100,206,20.69,13.03,0,0,37,66.16,4.9,0.28
315,R003032-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(갈비덧살), 생것",전국(대표),2019,농축산물,육류,R003032,농진청('17),100,210,18.61,14.51,0,0,35,63.29,5.12,0.31
316,R003033-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(꾸리살), 생것",전국(대표),2019,농축산물,육류,R003033,농진청('17),100,185,19.04,11.51,0,0,49,68.54,3.75,0.19
317,R003034-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(부채덮개살), 생것",전국(대표),2019,농축산물,육류,R003034,농진청('17),100,159,20.7,7.85,0,0,57,56.8,2.53,0.13
318,R003035-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(부채살), 생것",전국(대표),2019,농축산물,육류,R003035,농진청('17),100,244,17.42,18.84,0,0,49,70.47,5.99,0.34
319,R003036-ZZ-AVG,"소고기, 한우(1+등급), 앞다리(앞다리살), 생것",전국(대표),2019,농축산물,육류,R003036,농진청('17),100,185,20.74,10.71,0,0,44,63.37,3.55,0.19
320,R003037-ZZ-AVG,"소고기, 한우(1+등급), 양지(앞치마살), 생것",전국(대표),2019,농축산물,육류,R003037,농진청('17),100,289,17.38,23.81,0,0,40,69.83,7.53,0.47
321,R003038-ZZ-AVG,"소고기, 한우(1+등급), 양지(양지머리), 생것",전국(대표),2019,농축산물,육류,R003038,농진청('17),100,194,19.77,12.11,0,0,52,61.55,3.59,0.21
322,R003039-ZZ-AVG,"소고기, 한우(1+등급), 양지(업진살), 생것",전국(대표),2019,농축산물,육류,R003039,농진청('17),100,325,15.09,28.85,0,0,40,84.96,8.17,0.55
323,R003040-ZZ-AVG,"소고기, 한우(1+등급), 양지(업진안살), 생것",전국(대표),2019,농축산물,육류,R003040,농진청('17),100,297,18.09,24.35,0,0,45,70.8,7.87,0.39
324,R003041-ZZ-AVG,"소고기, 한우(1+등급), 양지(차돌박이), 생것",전국(대표),2019,농축산물,육류,R003041,농진청('17),100,467,11.16,46.45,0,0,60,105.4,11.82,0.78
325,R003042-ZZ-AVG,"소고기, 한우(1+등급), 양지(치마살), 생것",전국(대표),2019,농축산물,육류,R003042,농진청('17),100,235,17.64,17.69,0,0,44,77.63,6.03,0.33
326,R003043-ZZ-AVG,"소고기, 한우(1+등급), 양지(치마양지), 생것",전국(대표),2019,농축산물,육류,R003043,농진청('17),100,212,20.81,13.71,0,0,51,63.37,4.23,0.26
327,R003044-ZZ-AVG,"소고기, 한우(1+등급), 우둔(우둔살), 생것",전국(대표),2019,농축산물,육류,R003044,농진청('17),100,163,22.68,7.33,0,0,41,62.56,2.09,0.11
328,R003045-ZZ-AVG,"소고기, 한우(1+등급), 우둔(홍두깨살), 생것",전국(대표),2019,농축산물,육류,R003045,농진청('17),100,158,21.61,7.31,0,0,41,56.96,2.17,0.11
329,R003046-ZZ-AVG,"소고기, 한우(1+등급), 채끝(채끝살), 생것",전국(대표),2019,농축산물,육류,R003046,농진청('17),100,305,17.92,25.29,0,0,34,70.81,8.61,0.52
